employeenumber,age,attrition,businesstravel,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numero_empresas_anteriores,horas_extra,incremento_salario,nivel_trabajo,satisfaccion_relaciones_interpersonales,clasificacion_jornada,años_experiencia,cursos,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,remotework,salary_month
1234,26,Yes,travel_rarely,1,3,Life Sciences,2,M,3,1, Research Scientist ,4,Unknown,2,Yes,16,3,1,Part Time,6.0,2,Unknown,2,2,0,28111.13,No,2342.59
1235,37,No,Unknown,4,2,Other,3,M,3,1, Laboratory Technician ,4,Divorced,1,Unknown,12,3,3,Part Time,1.0,3,Alto,1,0,0,19510.0,Yes,1625.83
1236,29,No,Unknown,2,4,Life Sciences,4,F,3,1, Laboratory Technician ,1,Divorced,1,Unknown,13,3,4,Part Time,11.32,6,Alto,1,0,0,28111.13,No,2342.59
1237,28,Yes,Unknown,25,3,Life Sciences,1,M,1,1, Laboratory Technician ,3,Single,1,Unknown,12,3,3,Unknown,1.0,2,Medio,1,0,1,65245.88,No,5437.16
1238,39,No,Unknown,7,2,Life Sciences,2,M,3,1, Research Scientist ,2,Married,4,No,21,4,1,Full Time,8.0,1,Alto,1,0,0,30220.0,No,2518.33
1239,37,No,Unknown,7,1,Life Sciences,4,M,4,1, Laboratory Technician ,4,Unknown,1,No,19,3,4,Unknown,1.0,2,Alto,1,0,1,65245.88,Yes,5437.16
1240,50,Yes,Unknown,1,2,Life Sciences,1,M,2,3, Laboratory Technician ,3,Unknown,9,Unknown,13,3,4,Part Time,11.32,2,Alto,1,0,0,100071.84,No,8339.32
1241,37,No,non-travel,11,2,Medical,3,M,2,3, Healthcare Representative ,1,Married,2,Yes,13,3,3,Part Time,10.0,3,Alto,4,2,3,100071.84,Yes,8339.32
1242,57,No,travel_rarely,8,3,Life Sciences,4,F,3,4, Manager ,3,Divorced,2,Yes,14,3,3,Full Time,21.0,2,Alto,5,0,2,153407.07,Yes,12783.92
1243,47,No,Unknown,7,3,Life Sciences,2,M,3,3, Research Scientist ,1,Unknown,2,No,17,3,3,Part Time,11.32,2,Alto,1,0,0,97240.0,Yes,8103.33
1244,38,Yes,Unknown,9,3,Medical,4,M,2,1, Research Scientist ,3,Unknown,0,Unknown,17,3,1,Full Time,11.32,0,Medio,1,0,0,33880.0,Yes,2823.33
1245,38,No,travel_rarely,6,3,Life Sciences,2,F,4,1, Laboratory Technician ,4,Unknown,3,No,12,3,2,Unknown,11.32,3,Alto,1,0,0,65245.88,Yes,5437.16
1246,47,No,travel_rarely,6,4,Other,4,M,3,3, Research Director ,1,Unknown,4,Yes,14,3,2,Part Time,11.32,3,Muy alto,0,0,0,100071.84,No,8339.32
1247,57,No,Unknown,1,2,Life Sciences,1,M,3,3, Sales Executive ,4,Married,3,Unknown,14,3,4,Unknown,11.32,4,Alto,1,1,0,65245.88,Yes,5437.16
1248,25,No,Unknown,2,1,Technical Degree,3,M,3,1, Sales Representative ,1,Divorced,3,No,13,3,3,Part Time,11.32,3,Alto,0,0,0,23220.0,No,1935.0
1249,34,No,travel_rarely,1,1,Life Sciences,4,M,3,1, Research Scientist ,1,Single,1,No,13,3,4,Part Time,11.32,2,Alto,1,0,0,28111.13,Yes,2342.59
1250,22,Yes,Unknown,6,3,Life Sciences,4,F,2,1, Laboratory Technician ,4,Single,1,Yes,18,3,2,Unknown,11.32,5,Alto,1,1,0,65245.88,No,5437.16
1251,39,No,Unknown,2,2,Life Sciences,3,M,2,2, Healthcare Representative ,4,Divorced,5,No,14,3,4,Part Time,17.0,2,Muy alto,1,0,0,53914.11,No,4492.84
1252,24,No,Unknown,15,3,Life Sciences,2,F,3,1, Laboratory Technician ,4,Single,1,No,15,3,3,Part Time,11.32,5,Alto,0,0,0,28111.13,No,2342.59
1253,36,No,Unknown,7,4,Life Sciences,2,F,2,2, Research Scientist ,2,Unknown,6,Unknown,15,3,3,Part Time,11.32,3,Alto,1,0,0,45050.0,Yes,3754.17
1254,38,No,Unknown,3,2,Life Sciences,1,F,3,1, Laboratory Technician ,4,Divorced,5,Unknown,22,4,1,Full Time,11.32,2,Alto,1,0,0,28350.0,No,2362.5
1255,21,Yes,travel_rarely,22,1,Marketing,4,M,3,1, Sales Representative ,3,Single,1,Yes,19,3,4,Part Time,0.0,2,Medio,0,0,0,28111.13,Yes,2342.59
1256,43,No,Unknown,9,4,Life Sciences,3,M,3,1, Laboratory Technician ,1,Unknown,2,Unknown,21,4,4,Part Time,7.0,2,Alto,5,1,4,28111.13,Yes,2342.59
1257,21,No,Unknown,7,1,Life Sciences,2,F,3,1, Laboratory Technician ,2,Single,1,No,14,3,4,Part Time,1.0,3,Alto,1,0,0,28111.13,No,2342.59
1258,53,No,Unknown,7,4,Life Sciences,2,M,2,2, Manufacturing Director ,3,Married,2,No,17,3,3,Unknown,10.0,2,Alto,1,0,0,53914.11,Yes,4492.84
1259,60,No,Unknown,9,3,Life Sciences,2,F,2,1, Research Scientist ,2,Married,4,Yes,20,4,2,Part Time,9.0,3,Medio,1,0,0,28111.13,No,2342.59
1260,21,Yes,travel_frequently,1,1,Life Sciences,3,F,1,1, Sales Representative ,1,Unknown,0,No,21,4,1,Part Time,1.0,5,Unknown,0,0,0,28111.13,Yes,2342.59
1261,21,Yes,travel_rarely,2,3,Life Sciences,2,M,2,1, Laboratory Technician ,4,Single,1,Unknown,22,4,3,Part Time,1.0,3,Medio,1,1,0,28111.13,Yes,2342.59
1262,37,Yes,travel_rarely,23,2,Life Sciences,2,M,2,2, Manufacturing Director ,3,Unknown,3,Yes,13,3,1,Part Time,8.0,1,Alto,1,0,1,53914.11,Yes,4492.84
1263,40,No,travel_rarely,7,4,Life Sciences,4,M,3,2, Manufacturing Director ,3,Unknown,9,Unknown,14,3,2,Full Time,14.0,3,Alto,1,0,0,65530.0,No,5460.83
1264,40,Yes,Unknown,29,1,Medical,2,M,3,2, Healthcare Representative ,1,Married,7,Yes,19,3,2,Full Time,17.0,2,Alto,1,0,0,66730.0,No,5560.83
1265,43,No,Unknown,6,3,Life Sciences,4,F,3,3, Manager ,4,Single,3,Yes,18,3,3,Full Time,11.32,3,Alto,1,0,0,135910.0,No,11325.83
1266,61,No,travel_rarely,3,3,Life Sciences,3,M,2,1, Research Scientist ,4,Married,3,Unknown,17,3,1,Part Time,7.0,6,Alto,1,0,0,21770.0,Yes,1814.17
1267,52,No,travel_rarely,1,4,Medical,4,F,3,5, Manager ,4,Divorced,3,No,11,3,3,Full Time,11.32,3,Medio,7,0,6,195170.0,No,16264.17
1268,43,No,travel_rarely,19,2,Life Sciences,3,M,3,2, Research Scientist ,1,Divorced,2,Unknown,16,3,1,Part Time,17.0,2,Medio,1,0,0,53914.11,Yes,4492.84
1269,47,No,Unknown,1,3,Life Sciences,3,M,4,5, Manager ,4,Unknown,0,Unknown,11,3,3,Full Time,25.0,2,Alto,24,1,7,192020.0,No,16001.67
1270,39,Yes,Unknown,10,3,Medical,1,M,3,3, Manufacturing Director ,3,Unknown,6,No,11,3,2,Full Time,17.0,5,Alto,1,0,0,100480.0,Yes,8373.33
1271,53,No,Unknown,7,3,Life Sciences,3,M,3,1, Research Scientist ,4,Married,1,No,11,3,2,Part Time,1.0,0,Medio,1,0,0,27230.0,Yes,2269.17
1272,30,Yes,travel_rarely,2,4,Life Sciences,1,M,3,1, Laboratory Technician ,3,Single,2,Unknown,11,3,3,Part Time,5.0,5,Mal,0,0,0,28111.13,No,2342.59
1273,31,No,travel_rarely,2,3,Medical,1,M,2,2, Sales Executive ,2,Married,2,No,19,3,2,Full Time,10.0,2,Unknown,0,0,0,66440.0,Yes,5536.67
1274,33,No,travel_rarely,23,3,Medical,2,M,2,2, Healthcare Representative ,4,Unknown,0,No,21,3,2,Part Time,10.0,2,Alto,9,7,8,53914.11,Yes,4492.84
1275,40,No,travel_rarely,7,2,Medical,1,F,4,2, Sales Executive ,1,Unknown,1,Yes,24,4,3,Full Time,8.0,3,Alto,8,7,7,56050.0,No,4670.83
1276,46,Yes,travel_frequently,7,3,Life Sciences,1,M,3,1, Laboratory Technician ,3,Unknown,3,Yes,22,4,4,Full Time,19.0,0,Mal,1,0,0,31610.0,Yes,2634.17
1277,38,No,Unknown,3,3,Technical Degree,3,M,3,2, Research Scientist ,2,Single,4,Unknown,12,3,4,Part Time,10.0,2,Alto,8,7,7,53914.11,Yes,4492.84
1278,20,Yes,Unknown,3,3,Life Sciences,3,M,3,1, Laboratory Technician ,3,Single,1,No,13,3,3,Unknown,0.0,2,Alto,0,0,0,65245.88,Yes,5437.16
1279,38,No,Unknown,18,4,Life Sciences,3,M,4,1, Laboratory Technician ,4,Married,4,No,18,3,4,Part Time,4.0,2,Alto,1,0,0,28111.13,Yes,2342.59
1280,20,No,Unknown,10,3,Life Sciences,4,F,2,1, Sales Representative ,3,Unknown,1,No,12,3,1,Part Time,0.0,2,Alto,0,0,0,12000.0,No,1000.0
1281,41,Yes,travel_rarely,3,2,Life Sciences,4,F,3,2, Sales Executive ,3,Married,4,Yes,18,3,1,Unknown,12.0,3,Medio,1,0,0,52380.0,Yes,4365.0
1282,45,No,travel_rarely,7,3,Life Sciences,1,F,3,3, Healthcare Representative ,1,Married,8,No,16,3,1,Part Time,11.32,1,Medio,1,0,0,99850.0,Yes,8320.83
1283,49,No,travel_frequently,4,1,Medical,2,M,3,2, Sales Representative ,3,Unknown,3,No,19,3,1,Part Time,5.0,3,Alto,0,0,0,53914.11,No,4492.84
1284,44,No,travel_rarely,23,5,Life Sciences,1,F,3,4, Research Director ,4,Single,2,No,14,3,2,Full Time,16.0,2,Alto,1,0,0,159920.0,No,13326.67
1285,34,No,Unknown,2,3,Life Sciences,3,F,3,1, Laboratory Technician ,2,Married,1,No,13,3,3,Part Time,8.0,4,Alto,8,0,7,23700.0,Yes,1975.0
1286,50,No,travel_rarely,29,1,Medical,1,F,3,3, Manager ,3,Married,3,Unknown,21,4,2,Part Time,15.0,3,Mal,0,0,0,100071.84,Yes,8339.32
1287,44,No,travel_rarely,2,4,Life Sciences,1,M,2,2, Healthcare Representative ,4,Unknown,3,Unknown,23,4,2,Full Time,11.32,6,Alto,1,0,0,67810.0,No,5650.83
1288,38,No,non-travel,1,5,Medical,4,F,3,2, Sales Executive ,4,Unknown,4,Unknown,15,3,2,Unknown,11.32,6,Alto,1,0,0,65245.88,Yes,5437.16
1289,35,Yes,travel_rarely,5,3,Marketing,4,F,3,1, Sales Representative ,3,Single,1,Unknown,13,3,2,Full Time,1.0,2,Alto,1,0,0,28510.0,No,2375.83
1290,48,No,Unknown,7,4,Medical,3,F,3,2, Manufacturing Director ,3,Married,2,Unknown,14,3,3,Part Time,7.0,2,Muy alto,1,0,0,52580.0,Yes,4381.67
1291,23,Yes,travel_rarely,12,3,Life Sciences,3,F,4,1, Sales Representative ,2,Single,1,Unknown,15,3,4,Unknown,1.0,0,Alto,1,0,0,65245.88,No,5437.16
1292,32,No,Unknown,2,1,Technical Degree,3,M,3,1, Sales Representative ,2,Unknown,1,Unknown,18,3,1,Unknown,11.32,3,Alto,1,0,0,65245.88,Yes,5437.16
1293,32,Yes,travel_frequently,4,3,Life Sciences,3,M,3,1, Research Scientist ,4,Single,9,Yes,23,4,3,Part Time,3.0,4,Alto,1,0,0,22850.0,No,1904.17
1294,39,No,travel_rarely,10,4,Life Sciences,3,M,3,2, Manufacturing Director ,2,Single,2,Unknown,12,3,4,Part Time,18.0,2,Medio,1,0,1,41970.0,Yes,3497.5
1295,42,No,travel_rarely,2,3,Life Sciences,2,F,2,2, Laboratory Technician ,3,Married,6,No,22,4,2,Unknown,11.32,3,Alto,1,0,0,65245.88,Yes,5437.16
1296,30,No,travel_rarely,17,2,Life Sciences,3,M,3,2, Laboratory Technician ,1,Unknown,1,Unknown,12,3,4,Part Time,10.0,2,Unknown,10,1,8,45580.0,No,3798.33
1297,40,No,travel_frequently,2,2,Life Sciences,4,M,3,1, Laboratory Technician ,4,Married,1,Yes,23,4,3,Part Time,11.32,3,Alto,1,0,0,17020.0,No,1418.33
1298,21,Yes,Unknown,2,2,Technical Degree,1,M,2,1, Human Resources ,4,Single,1,No,12,3,3,Part Time,1.0,3,Muy alto,1,0,0,25640.0,Yes,2136.67
1299,59,No,travel_rarely,29,3,Life Sciences,1,M,2,4, Manager ,4,Divorced,3,No,12,3,3,Full Time,11.32,3,Medio,1,0,0,153407.07,Yes,12783.92
1300,49,No,travel_rarely,2,2,Medical,1,F,3,2, Manufacturing Director ,4,Unknown,5,Unknown,13,3,3,Part Time,20.0,2,Alto,5,0,4,50700.0,Yes,4225.0
1301,56,No,travel_rarely,8,4,Life Sciences,3,F,3,2, Laboratory Technician ,3,Single,7,Unknown,11,3,3,Part Time,11.32,3,Alto,1,0,0,37800.0,No,3150.0
1302,33,Yes,travel_frequently,7,3,Life Sciences,4,M,3,3, Healthcare Representative ,3,Unknown,3,No,12,3,1,Part Time,12.0,2,Alto,1,0,0,98240.0,Yes,8186.67
1303,20,Yes,travel_frequently,5,3,Marketing,2,M,3,1, Sales Representative ,2,Unknown,1,Yes,14,3,4,Part Time,11.32,3,Alto,0,0,0,18780.0,No,1565.0
1304,42,No,Unknown,28,3,Other,3,M,1,3, Sales Executive ,1,Unknown,3,No,15,3,3,Part Time,20.0,2,Alto,1,0,1,100071.84,Yes,8339.32
1305,28,No,Unknown,29,2,Life Sciences,1,M,3,2, Sales Executive ,3,Unknown,5,Unknown,12,3,1,Part Time,8.0,5,Alto,0,0,0,53914.11,Yes,4492.84
1306,28,Yes,travel_rarely,7,3,Life Sciences,3,M,1,1, Laboratory Technician ,4,Single,1,Yes,18,3,2,Unknown,1.0,3,Mal,1,0,0,65245.88,Yes,5437.16
1307,40,No,Unknown,10,3,Life Sciences,3,F,3,2, Healthcare Representative ,3,Unknown,3,No,19,3,3,Unknown,18.0,4,Unknown,1,0,0,65245.88,Yes,5437.16
1308,26,No,Unknown,17,2,Other,4,M,2,1, Laboratory Technician ,2,Married,1,No,21,4,4,Part Time,1.0,2,Alto,1,0,0,21270.0,Yes,1772.5
1309,32,Yes,travel_frequently,12,4,Life Sciences,2,M,2,1, Sales Representative ,1,Married,1,No,18,3,3,Part Time,1.0,2,Muy alto,1,0,0,20330.0,Yes,1694.17
1310,39,No,travel_rarely,2,3,Marketing,4,M,3,2, Sales Executive ,3,Married,4,Unknown,11,3,3,Full Time,11.32,3,Medio,3,1,0,96020.0,No,8001.67
1311,22,No,travel_rarely,1,3,Life Sciences,4,F,2,1, Research Scientist ,2,Unknown,1,No,13,3,4,Part Time,1.0,0,Muy alto,1,0,0,28111.13,Yes,2342.59
1312,45,No,Unknown,7,4,Other,2,M,2,4, Research Director ,4,Divorced,4,Unknown,14,3,3,Full Time,21.0,3,Unknown,1,0,0,166270.0,No,13855.83
1313,40,No,Unknown,7,1,Life Sciences,3,F,3,1, Research Scientist ,1,Unknown,3,No,17,3,4,Part Time,8.0,3,Medio,0,0,0,28111.13,Yes,2342.59
1314,35,No,Unknown,8,4,Marketing,3,M,3,2, Sales Executive ,3,Divorced,0,Unknown,12,3,4,Part Time,6.0,3,Alto,5,1,2,53914.11,No,4492.84
1315,32,No,Unknown,3,3,Life Sciences,3,F,3,1, Research Scientist ,3,Unknown,1,No,20,4,3,Part Time,1.0,2,Unknown,1,0,0,20830.0,No,1735.83
1316,31,No,Unknown,7,2,Medical,2,F,3,2, Sales Executive ,3,Unknown,1,No,14,3,1,Part Time,11.32,5,Medio,6,1,2,53914.11,No,4492.84
1317,22,Yes,Unknown,10,1,Medical,4,M,3,1, Research Scientist ,3,Single,1,Unknown,11,3,4,Part Time,11.32,5,Alto,1,1,1,10090.0,Yes,840.83
1318,37,No,non-travel,7,3,Life Sciences,2,M,2,1, Laboratory Technician ,3,Married,1,No,18,3,3,Unknown,1.0,3,Alto,1,0,0,65245.88,No,5437.16
1319,39,No,Unknown,10,2,Life Sciences,4,M,4,1, Research Scientist ,4,Single,3,No,17,3,1,Part Time,11.32,2,Unknown,1,0,0,28111.13,Yes,2342.59
1320,40,No,Unknown,1,3,Life Sciences,3,F,3,3, Manufacturing Director ,3,Single,4,Yes,14,3,4,Part Time,10.0,4,Unknown,1,0,0,78610.0,Yes,6550.83
1321,31,No,Unknown,10,3,Life Sciences,3,M,3,1, Sales Representative ,3,Single,1,No,11,3,3,Part Time,1.0,6,Unknown,1,0,0,26420.0,No,2201.67
1322,37,No,Unknown,2,4,Life Sciences,4,F,3,2, Healthcare Representative ,1,Divorced,2,No,11,3,1,Part Time,16.0,2,Muy alto,1,0,0,53914.11,Yes,4492.84
1323,40,No,travel_rarely,2,5,Medical,4,M,3,1, Research Scientist ,3,Married,6,Yes,13,3,2,Unknown,11.32,0,Mal,1,0,1,65245.88,Yes,5437.16
1324,36,No,travel_rarely,8,5,Life Sciences,2,F,3,2, Manufacturing Director ,1,Unknown,3,No,14,3,3,Part Time,11.32,3,Unknown,0,0,0,51210.0,Yes,4267.5
1325,25,Yes,Unknown,6,3,Life Sciences,3,M,4,1, Laboratory Technician ,1,Unknown,1,Yes,21,4,3,Unknown,1.0,2,Alto,0,0,0,65245.88,No,5437.16
1326,26,No,Unknown,9,3,Life Sciences,3,M,2,1, Laboratory Technician ,2,Divorced,1,No,11,3,3,Part Time,11.32,4,Alto,1,0,0,26940.0,No,2245.0
1327,31,Yes,travel_rarely,1,2,Life Sciences,2,F,2,1, Laboratory Technician ,1,Married,1,Unknown,11,3,4,Part Time,1.0,1,Alto,1,0,0,28111.13,Yes,2342.59
1328,42,No,travel_frequently,16,4,Medical,1,M,2,2, Laboratory Technician ,3,Unknown,6,No,14,3,4,Part Time,10.0,6,Alto,1,0,0,50940.0,Yes,4245.0
1329,32,No,travel_rarely,2,3,Life Sciences,3,F,2,2, Manufacturing Director ,4,Single,5,Unknown,24,4,2,Part Time,12.0,4,Medio,0,0,0,53914.11,Yes,4492.84
1330,47,No,Unknown,2,3,Life Sciences,2,F,2,1, Research Scientist ,3,Unknown,1,No,14,3,4,Part Time,1.0,3,Alto,1,0,0,22740.0,Yes,1895.0
1331,29,No,Unknown,3,3,Medical,4,M,3,1, Research Scientist ,4,Married,1,Unknown,11,3,3,Part Time,0.0,6,Medio,0,0,0,28111.13,Yes,2342.59
1332,39,No,Unknown,16,4,Marketing,4,M,2,2, Sales Executive ,3,Unknown,4,Unknown,19,3,4,Part Time,9.0,2,Alto,1,0,0,53914.11,Yes,4492.84
1333,34,No,Unknown,1,3,Life Sciences,4,M,3,1, Laboratory Technician ,4,Divorced,0,No,12,3,2,Part Time,4.0,2,Alto,3,0,2,23140.0,Yes,1928.33
1334,55,No,travel_rarely,8,3,Marketing,1,M,3,4, Sales Executive ,4,Married,5,Unknown,14,3,3,Full Time,28.0,3,Alto,2,2,2,153407.07,Yes,12783.92
1335,39,No,Unknown,7,2,Life Sciences,1,M,3,3, Sales Executive ,2,Single,1,Yes,13,3,4,Part Time,11.32,2,Alto,10,0,9,100071.84,No,8339.32
1336,34,Yes,travel_rarely,25,4,Life Sciences,1,M,3,1, Laboratory Technician ,4,Unknown,1,Unknown,24,4,3,Part Time,1.0,2,Mal,1,0,1,28111.13,Yes,2342.59
1337,60,Yes,travel_frequently,2,1,Life Sciences,4,M,2,1, Laboratory Technician ,4,Divorced,9,Unknown,14,3,4,Part Time,3.0,3,Medio,1,0,0,23800.0,Yes,1983.33
1338,45,No,travel_rarely,8,3,Life Sciences,1,F,3,2, Manufacturing Director ,2,Divorced,4,No,21,4,3,Part Time,4.0,2,Muy alto,1,0,0,53914.11,No,4492.84
1339,23,Yes,travel_rarely,18,1,Other,4,F,3,1, Research Scientist ,4,Single,1,No,19,3,1,Part Time,11.32,3,Medio,1,0,0,28111.13,No,2342.59
1340,36,No,Unknown,7,3,Life Sciences,4,M,3,1, Laboratory Technician ,2,Unknown,1,No,14,3,2,Part Time,1.0,3,Alto,1,1,0,20080.0,Yes,1673.33
1341,60,No,Unknown,5,3,Life Sciences,3,F,2,3, Healthcare Representative ,2,Divorced,2,Unknown,13,3,4,Full Time,24.0,3,Alto,6,0,4,105520.0,No,8793.33
1342,50,No,Unknown,20,4,Medical,4,M,3,1, Research Scientist ,3,Married,4,Unknown,17,3,1,Part Time,13.0,2,Medio,0,0,0,22590.0,No,1882.5
1343,34,No,non-travel,1,3,Life Sciences,3,F,2,1, Laboratory Technician ,2,Married,6,No,20,3,3,Part Time,5.0,3,Alto,3,0,2,28111.13,Yes,2342.59
1344,27,Yes,Unknown,19,2,Marketing,3,M,2,1, Sales Representative ,2,Married,1,Yes,18,3,3,Part Time,11.32,2,Alto,1,0,0,24130.0,No,2010.83
1345,42,No,Unknown,10,4,Marketing,1,M,2,3, Sales Executive ,2,Divorced,2,No,12,3,2,Part Time,11.0,2,Medio,1,0,0,100071.84,Yes,8339.32
1346,21,Yes,Unknown,21,3,Other,4,M,2,1, Sales Representative ,2,Single,1,Yes,13,3,2,Part Time,1.0,3,Muy alto,1,0,0,21210.0,No,1767.5
1347,22,Yes,travel_rarely,4,3,Technical Degree,1,M,3,1, Laboratory Technician ,1,Single,1,Unknown,19,3,2,Part Time,1.0,2,Alto,1,0,0,28111.13,No,2342.59
1348,35,No,travel_rarely,1,3,Life Sciences,2,F,2,2, Healthcare Representative ,4,Unknown,0,Unknown,14,3,1,Part Time,6.0,3,Alto,5,1,4,53914.11,Yes,4492.84
1349,60,Yes,travel_rarely,2,3,Life Sciences,4,M,3,1, Research Scientist ,3,Single,4,No,24,4,1,Part Time,7.0,4,Alto,1,0,0,24790.0,No,2065.83
1350,42,Yes,non-travel,24,3,Life Sciences,2,F,4,4, Sales Executive ,2,Single,4,Unknown,16,3,4,Full Time,22.0,2,Medio,1,0,0,131940.0,Yes,10995.0
1351,31,Yes,travel_rarely,10,3,Life Sciences,4,F,2,1, Research Scientist ,1,Single,6,Yes,20,4,3,Part Time,3.0,5,Alto,0,0,0,28111.13,Yes,2342.59
1352,49,No,travel_rarely,7,2,Life Sciences,4,F,3,2, Sales Executive ,4,Single,1,Yes,17,3,3,Unknown,9.0,0,Alto,9,0,7,65245.88,No,5437.16
1353,20,No,Unknown,5,2,Life Sciences,2,M,3,1, Research Scientist ,4,Unknown,1,No,15,3,4,Part Time,11.32,2,Alto,0,0,0,28111.13,Yes,2342.59
1354,22,Yes,Unknown,7,3,Medical,4,F,2,1, Research Scientist ,1,Unknown,1,Yes,15,3,1,Part Time,1.0,2,Alto,1,0,0,26000.0,No,2166.67
1355,44,No,Unknown,5,2,Life Sciences,4,M,3,5, Manager ,3,Unknown,6,No,13,3,2,Full Time,21.0,3,Muy alto,1,0,0,183030.0,Yes,15252.5
1356,52,No,travel_rarely,9,3,Life Sciences,1,M,3,1, Laboratory Technician ,4,Married,4,No,18,3,2,Unknown,8.0,5,Alto,1,0,0,65245.88,Yes,5437.16
1357,39,Yes,travel_rarely,11,2,Medical,1,F,1,2, Healthcare Representative ,2,Unknown,5,No,15,3,1,Part Time,15.0,2,Mal,1,0,0,47770.0,Yes,3980.83
1358,40,No,Unknown,3,4,Life Sciences,2,M,3,2, Sales Executive ,4,Unknown,8,Yes,12,3,3,Unknown,19.0,1,Alto,1,0,0,65245.88,No,5437.16
1359,38,Yes,Unknown,15,3,Life Sciences,1,M,3,2, Laboratory Technician ,3,Divorced,7,Unknown,14,3,2,Part Time,9.0,3,Medio,1,0,0,53914.11,Yes,4492.84
1360,30,No,travel_rarely,10,1,Medical,4,M,3,1, Sales Representative ,2,Married,1,No,22,4,2,Unknown,11.32,5,Alto,1,0,0,10520.0,Yes,876.67
1361,45,No,Unknown,25,3,Life Sciences,3,M,2,3, Sales Executive ,4,Unknown,5,No,13,3,3,Part Time,18.0,5,Alto,1,0,0,100071.84,Yes,8339.32
1362,23,Yes,travel_rarely,10,3,Life Sciences,3,F,2,1, Laboratory Technician ,1,Single,1,No,13,3,1,Part Time,1.0,6,Medio,1,1,0,28111.13,Yes,2342.59
1363,53,Yes,travel_rarely,4,4,Life Sciences,1,M,3,1, Research Scientist ,3,Married,9,Unknown,12,3,3,Part Time,18.0,2,Muy alto,10,2,7,24610.0,No,2050.83
1364,39,No,Unknown,10,4,Life Sciences,4,F,2,2, Sales Executive ,4,Divorced,2,Yes,14,3,3,Part Time,8.0,5,Alto,1,0,0,53914.11,No,4492.84
1365,30,Yes,Unknown,1,3,Medical,1,M,2,1, Laboratory Technician ,2,Divorced,1,No,15,3,1,Unknown,11.32,2,Alto,1,0,0,25960.0,No,2163.33
1366,52,Yes,Unknown,1,4,Life Sciences,4,M,3,2, Sales Executive ,3,Single,3,Yes,14,3,4,Part Time,5.0,4,Alto,0,0,0,47280.0,Yes,3940.0
1367,36,No,Unknown,3,4,Life Sciences,3,M,2,1, Research Scientist ,4,Unknown,3,No,17,3,4,Part Time,6.0,2,Alto,0,0,0,28111.13,Yes,2342.59
1368,40,No,travel_rarely,2,2,Marketing,4,M,3,3, Sales Executive ,2,Single,7,No,16,3,3,Part Time,11.32,2,Alto,1,0,0,73510.0,Yes,6125.83
1369,44,No,Unknown,29,3,Life Sciences,2,M,1,2, Laboratory Technician ,4,Unknown,4,Unknown,19,3,1,Part Time,16.0,3,Alto,1,0,0,53914.11,No,4492.84
1370,20,Yes,Unknown,8,1,Life Sciences,3,M,3,1, Laboratory Technician ,3,Single,1,No,12,3,4,Part Time,11.32,0,Alto,0,0,0,28111.13,Yes,2342.59
1371,43,No,Unknown,12,4,Life Sciences,2,M,3,1, Laboratory Technician ,4,Unknown,3,Yes,11,3,1,Full Time,6.0,4,Unknown,1,0,0,47660.0,No,3971.67
1372,37,No,travel_rarely,1,4,Medical,4,M,2,1, Laboratory Technician ,3,Unknown,6,No,12,3,2,Part Time,11.32,2,Alto,8,1,7,22580.0,Yes,1881.67
1373,34,No,Unknown,2,1,Life Sciences,3,F,3,1, Sales Representative ,1,Unknown,1,Unknown,12,3,3,Full Time,1.0,3,Alto,1,0,0,28270.0,Yes,2355.83
1374,24,Yes,Unknown,3,4,Life Sciences,3,M,2,1, Research Scientist ,4,Married,0,Yes,11,3,2,Full Time,1.0,5,Alto,0,0,0,28530.0,Yes,2377.5
1375,46,No,non-travel,7,3,Life Sciences,2,M,1,1, Research Scientist ,3,Single,2,No,13,3,4,Part Time,6.0,3,Alto,0,0,0,22900.0,Yes,1908.33
1376,43,Yes,non-travel,5,2,Life Sciences,1,M,2,1, Research Scientist ,1,Unknown,6,No,17,3,1,Part Time,5.0,2,Mal,1,0,0,21070.0,Yes,1755.83
1377,42,No,travel_frequently,2,4,Life Sciences,2,M,3,2, Sales Executive ,2,Unknown,5,No,12,3,4,Part Time,11.32,2,Alto,0,0,0,53914.11,No,4492.84
1378,26,Yes,Unknown,17,2,Life Sciences,4,F,3,1, Laboratory Technician ,2,Unknown,1,Unknown,13,3,1,Part Time,1.0,3,Mal,1,0,0,22100.0,Yes,1841.67
1379,44,No,travel_frequently,26,5,Medical,1,F,3,3, Research Director ,1,Married,3,Yes,17,3,3,Unknown,11.32,6,Alto,1,0,0,131910.0,No,10992.5
1380,51,No,Unknown,4,2,Medical,1,M,2,5, Manager ,3,Married,2,Unknown,13,3,3,Full Time,23.0,2,Muy alto,1,0,0,191324.62,Yes,15943.72
1381,50,No,travel_rarely,2,2,Technical Degree,4,M,4,1, Laboratory Technician ,2,Single,5,Unknown,11,3,3,Unknown,7.0,4,Medio,1,0,0,65245.88,Yes,5437.16
1382,31,No,travel_rarely,7,3,Life Sciences,3,M,3,2, Healthcare Representative ,4,Unknown,1,Unknown,11,3,2,Part Time,6.0,2,Alto,6,1,0,53914.11,Yes,4492.84
